file_name,text,image_loc,damaged_infrastructure,damaged_nature,fires,flood,human_damage,non_damage
isiscrimes_2015-12-12_22-49-40.txt,why mr vladimir putin the president of russia you are doing this to syrian children  why you are targeting innocent kids why putin putincrimes putinholocaust putinisamurderer putincrimesinsyria asaadcrimes assadwarcrimes assadcrimesinsyria injuredkids kid kids russia sad sadness syria syrie syrian isiscrimes whyuntilwhen hell hellinearth,../data/img_data/train/human_damage/isiscrimes_2015-12-12_22-49-40.jpg,0,0,0,0,1,0
isiscrimes_2015-07-25_13-04-32.txt,every child killed by isis or assad regime is a defeat for humanity assadcrimes syria syriekids syrians isiscrimes syrie,../data/img_data/train/human_damage/isiscrimes_2015-07-25_13-04-32.jpg,0,0,0,0,1,0
isiscrimes_2015-12-12_18-52-25.txt,why mr vladimir putin the president of russia you are doing this to syrian children  why you are targeting innocent kids why putin putincrimes putinholocaust putinisamurderer putincrimesinsyria asaadcrimes assadwarcrimes assadcrimesinsyria injuredkids kid kids russia sad sadness syria syrie syrian isiscrimes whyuntilwhen hell hellinearth,../data/img_data/train/human_damage/isiscrimes_2015-12-12_18-52-25.jpg,0,0,0,0,1,0
earthquake_2017-11-13_19-05-32.txt,earthquake  prayforiran 🇮🇷 😢 🙇 زلزله هموطنتسلیت,../data/img_data/train/human_damage/earthquake_2017-11-13_19-05-32.jpg,0,0,0,0,1,0
victimsofwar_2017-01-05_09-26-08.txt,yemens children starve as war drags on 📌 📌 by maad alzikry  the associated press 📌 📌 published monday january 2 2017 539pm est 📌 📌 photo credit ctv news 📌 📌 abs yemen  as the first light of dawn trickles in through the hospital window 19yearold mohammed ali learns that his twoyearold cousin has died of hunger but he has to remain strong for his little brother mohannad who could be next he holds his brothers hand as the fiveyearold struggles to breathe his skin stretched tight over tiny ribs i have already lost a cousin to malnutrition today i cant lose my little brother he says 📌 📌 they are among countless yemenis who are struggling to feed themselves amid a grinding civil war that has pushed the arab worlds poorest nation to the brink of famine the family lives in a mud hut in northern yemen territory controlled by shiite houthi rebels who are at war with government forces and a saudiled and usbacked coalition the coalition has been waging a fierce air campaign against the rebels since march 2015 trying unsuccessfully to dislodge them from the capital sanaa and much of the countrys north a coalition blockade aimed at preventing the houthis from rearming has contributed to a 60per cent spike in food prices according to an estimate used by international aid groups 📌 📌 the war has taken a heavy toll on the countrys health facilities a number of hospitals and clinics have been bombed while others have had to close their doors because of the fighting less than a third of yemens 24 million people have access to health facilities according to unicef which says at least 1000 yemeni children die every week from preventable diseases 📌 📌 for full report please visit 📌 📌 httpwwwctvnewscamobileworldyemenschildrenstarveaswardragson13224798 📌 📌 yemen war us starvation yemeni victimsofwar theinnocent coalition wagingwar wheresthepeace wheresthehumanityinthisworld shiitehouthi rebels stupidityofwar bloodintheirhands read readup justread haveyouread haveyouheard news spreadingawareness ctvnews 📌 📌 no peace was ever built upon the greed and the malice of men no peace ever,../data/img_data/train/human_damage/victimsofwar_2017-01-05_09-26-08.jpg,0,0,0,0,1,0
isiscrimes_2015-08-09_15-35-54.txt,tourists sitting on one of the greek island enjoying their time while syrian refugees are arriving in a miserable floating boats seeking refuge and shelter it will take an average three months for those refugees to reach germany the prime destination of refugees followed by swedenassadcrimes isiscrimes refugees syrianrefugees syrie syrians syria,../data/img_data/train/human_damage/isiscrimes_2015-08-09_15-35-54.jpg,0,0,0,0,1,0
isiscrimes_2015-08-29_18-51-40.txt,syrian refugees traveling between european countries have no shelter no food nothing at all women and children are the majority of refugeesassadcrimes isiscrimes syriansineurope syrie syria genocide syrianorphans orphans shameonhumanity shameonthisworld savechildrenofsyria savesyriafromassad saveme savegenocide syriangenocide,../data/img_data/train/human_damage/isiscrimes_2015-08-29_18-51-40.jpg,0,0,0,0,1,0
terrorattack_2017-11-01_01-10-23.txt,suspect identified in nyc terrorattack that left 8 dead 15 injured according to law enforcement officials the suspect has been identified as 29year old sayfullo habibullaevic saipov of tampa florida an uzbek national who came to america in 2010  sources told cbs news that saipov yelled god is great in arabic when he exited the vehicle heres a photo of him being taken into custody newyorkcity halloween,../data/img_data/train/human_damage/terrorattack_2017-11-01_01-10-23.jpg,0,0,0,0,1,0
isiscrimes_2015-08-04_00-17-25.txt,27 person were killed yesterday near idlib north of syria in mass massacre conducted by the syrian air force led by the butcher of damascus assad  victims were mainly children no justice in this world international community and humanity are watching silentlyi wonder if they are enjoying the blood scene in syria or not  shameonthisworld shameonhumanity assadcrimes injured isiscrimes inuredchild injuredchildren syria syrie syrians genocide syriangenocide syrianmassacre,../data/img_data/train/human_damage/isiscrimes_2015-08-04_00-17-25.jpg,0,0,0,0,1,0
isiscrimes_2015-08-13_17-26-29.txt,the syrian genocide continuesassadcrimes isiscrimes pain syria syrie syrians syriangenocide syrianrefugees shameonhumanity shameonthisworld,../data/img_data/train/human_damage/isiscrimes_2015-08-13_17-26-29.jpg,0,0,0,0,1,0
isiscrimes_2015-08-10_06-10-13.txt,good night world and humanitydont forget the suffering of syrians assadcrimes isiscrimes syrians syrie syria syrianorphans syrianrefugees ,../data/img_data/train/human_damage/isiscrimes_2015-08-10_06-10-13.jpg,0,0,0,0,1,0
isiscrimes_2015-08-13_15-53-32.txt,good morning world good morning humanitysyrians are suffering dont forget themassadcrimes isiscrimes syria syrie syrians syrianorphans sufferingofsyrians suffering children childrenofsyria pain orphans shameonhumanity shameonthisworld,../data/img_data/train/human_damage/isiscrimes_2015-08-13_15-53-32.jpg,0,0,0,0,1,0
victimsofwar_2017-07-07_16-56-09.txt,can life ever be the same again for someone who has seen so much war so much horror so much crying in the ruins desperate hiding listen to the sounds of dying everyday and i want to be able to help them by any means except praying because it was religion that started all this shit in the first place poetry religion war mosul refugees politics civilian isis iraq humanitarian victimsofwar,../data/img_data/train/human_damage/victimsofwar_2017-07-07_16-56-09.jpg,0,0,0,0,1,0
isiscrimes_2015-08-31_19-49-33.txt,as i look at this picture my mind searches for words to express my feelings but to no avail because no words can describe my disgust for the lack of humanity towards syrian people this is indeed a picture to most people but to the syrian people it is a sad reality that they face everyday assadcrimes assadholocaust isiscrimes genocide syriangenocide shameonhumanity shameonthisworld sadpain poor postcard postcardfromsyria unitednations ununtilwhenorphans syrianorphans syrianchildren syrianchild injuredsyriasyriesyrians,../data/img_data/train/human_damage/isiscrimes_2015-08-31_19-49-33.jpg,0,0,0,0,1,0
isiscrimes_2015-08-13_19-32-42.txt,syrian are suffering from the organized crime of both assad regime and isis everyday hundreds of syrian are getting killed or injuredisiscrimes assadcrimes shameonthisworld shameonhumanity syrianorphans syria syrie syrians suffering sufferingofsyrians pain syriangenocide genocide,../data/img_data/train/human_damage/isiscrimes_2015-08-13_19-32-42.jpg,0,0,0,0,1,0
floodwater_2017-06-28_16-15-11.txt,breathing underwater floodwater savageneckdunes esva chesapeakebay model britt92 blackandwhitephoto,../data/img_data/train/human_damage/floodwater_2017-06-28_16-15-11.jpg,0,0,0,0,1,0
isiscrimes_2015-07-26_12-15-22.txt,repost syriantragedy with repostapp ・・・ syrian regime and isis are destroying syria both are targeting civilians mainly children white helmets heroes are doing miracles to save what they can save with their limited equipment and supportgood night syria good night world  there is still some hope in humanity thanks white helmets for the great workassadcrimes syria syrie syrians isiscrimes pain children whitehelmetskids,../data/img_data/train/human_damage/isiscrimes_2015-07-26_12-15-22.jpg,0,0,0,0,1,0
isiscrimes_2015-08-23_18-42-58.txt,how they welcome syrian refugees in macedonia shame on this world to see the suffering of syrian and doing nothing to help them syria syrians syrie assadcrimes isiscrimes refugees syriangenocide genocide un unitednations syrianrefugees syrianorphans,../data/img_data/train/human_damage/isiscrimes_2015-08-23_18-42-58.jpg,0,0,0,0,1,0
disasters_2017-11-01_04-55-29.txt,repost disasterareapod getrepost ・・・ new episode most of us have jobs and whether they be our dream jobs or just something to pay the bills we just hope that when we go to work we stay safe but on april 24 2013 garment workers at factories located in an eightstory building in bangladesh started their workday nervous the electricity went out then the generators kicked in not long after that the building collapsed trapping thousands inside the debris httpsitunesapplecomuspodcastdisasterareaid1071491908mt2httpsitunesapplecomuspodcastdisasterareaid1071491908mt2 disaster disasters history podcast podcasts podcaster podcasting historypodcast historypodcasts bangladesh ranaplaza,../data/img_data/train/human_damage/disasters_2017-11-01_04-55-29.jpg,0,0,0,0,1,0
isiscrimes_2015-11-13_19-30-52.txt,syrian regime targeting innocent children syrian regime continues to oppress syrians and push them to join isis on behalf of free syria i have this message to world we shall never forgive bashar assad for his crimes nor support isis or al nosra we want free democratic syria  free from dictatorship and radicalism assadcrimes sad assadholocaust assadwarcrimes isiscrimes shameonrussiangovernment shameonthisworld shameonhumanity why,../data/img_data/train/human_damage/isiscrimes_2015-11-13_19-30-52.jpg,0,0,0,0,1,0
isiscrimes_2015-08-29_19-46-38.txt,can we describe the pain of this injured syrian boy or the pain of his motheri feel sick and tired from this silent world watching syrian to be massacred one by one and doing nothingshameonhumanity shameonthisworld postcardfromsyria postcard poorsyrians genocide syriangenocide syrianorphans syrians syria syrie assadcrimes isiscrimes,../data/img_data/train/human_damage/isiscrimes_2015-08-29_19-46-38.jpg,0,0,0,0,1,0
yemencrisis_2017-01-22_16-41-17.txt,  يا براكين الغضب ثوري  و اشعلي النيران في الحطب و قودى جيش الموت الأسود تأهب فالعني بني سعودٍ يا براكين الغضب قولي لمن قتل طفلي و الأب الحنونٍ  بان موتهم  علي ايدنا انكتب لا مفر لكم منا اليوم يا سعودى يا براكين الغضب اقصفي و دفني جيشهم في اخدودٍ و اقطعي جذور ملكهم فا انها من اصل  يهودٍ بدمهم يسرى الغدر كما  عليه ارواحهم تتغذا فهم احفاد من خانو الأحمدَ و حاولو قتله با السيوفٍ  فجمعو له كل العرب في مكه  فا بدارنا اليوم هم  كا اجدادهم جحودٍ يا براكين الغضب لا تعودي الا و جيشهم معدومِ ولا تنظرو آليانا لا تكترثو فلنا ربا كريم  موجودِ و تقدمو قدما قدما  فأنتم علي قتلهم اسودٍ يا براكين الغضب كبرى  و ارفعي رأيه التوحيد هللى علي من خانو الدين و العرف و الادبَ وعلي من تجرؤ علينا وهم عددا فلا حشمو ولا خجلو  ولا صانو العرف و اصل العربَ فضنو بانهم علينا اليوم قادريَ با استنجادهم بجيوش الغرب و العجمَ وان الصاروخ و الغراب الأسود لهم  منا درعا و لهم سندَ و نسو با اننا نحن الرجال  من صنعنا الغزوات في الامسً و جعلنا الجيوش من أمامنا تفر  كما هو حال جيوشكم اليوم و الامسً يا براكين الغضب توكلي  علي رب السماء فالق الحبِ مخرج النوىً فا انتم احفاد الخزرج  احفاد الاوسِ شهداء الامسً فجعلو جيوش الكبس يتمنى الموت ان عليهم بالامس قد حلا ازرعو الخوف  في قلوبهم العتمىً و جعلوها ملحمه  بعدد اروح شهدائنا و الجرحى  فهو انتصار باْذن لله  يضاف الي تاريخنا مدى الدهرً بدحركم جيوش التحالف  جيش تلو  جيشآ تتبعها اوطانهم النجسه    ✍🏻مہرة شــــــــرعــــــــب   ceedraraz    الرَع ـدآلَيّمِـآنى   saveyemen saveyemenichildrens helpfeedyemen yemencrisis ziosaudi yemencrisis yemenwar warcrime ‫  نجرانالانالسعودية نجران  الكويت  مارب صنعاءالقديمة مكه تعز حرس اعادةالاملداعسالارهابصنعانيه صنعاءالقديمة عدن اعادةالا,../data/img_data/train/human_damage/yemencrisis_2017-01-22_16-41-17.jpg,0,0,0,0,1,0
earthquake_2017-11-13_18-50-46.txt,باز لرزید تمام جانم ، با او لرزید با او که کودکش را  زیر آوار جستجو می کرد با او که صدای نفس‌های مادرش را  هنوز می‌شنید با او که  پدر را میان سنگ‌ها جستجو می‌کرد تمام روحم؛ جسمم جانم، لرزید دوباره آه دوباره درد دوباره بی‌کسی دوباره عکس و قاب دوباره رنج و درددوباره زلزله دوباره لرز مرگ دوباره نام او و او صدای یاخدا  خدای کشورم آه که چه قدر سخت است 🖤 تسليت 🖤 amirhaghighi125 fir help earthquakered crescentsos سرپلذهاب ,../data/img_data/train/human_damage/earthquake_2017-11-13_18-50-46.jpg,0,0,0,0,1,0
isiscrimes_2015-08-14_23-23-09.txt,red the favorite color of syriansassadcrimes isiscrimes children childrenofsyria genocide syrianorphans syriangenocide syria syrie syrians,../data/img_data/train/human_damage/isiscrimes_2015-08-14_23-23-09.jpg,0,0,0,0,1,0
yemencrisis_2017-01-24_11-33-42.txt,yemencrisis,../data/img_data/train/human_damage/yemencrisis_2017-01-24_11-33-42.jpg,0,0,0,0,1,0
isiscrimes_2015-12-13_16-26-54.txt,douma syria today russian regime headed by vladimir putin are targeting syrian childreni fail to understand the brutality of russian army why they are doing this to innocent syrian childrenputinisamurderer putincrimes putinholocaust putincrimesinsyria assadcrimes syria syrie kidskdinjuredsyrianchildren injuredsyrianchildren assadwarcrimes isiscrimesshameonhumanity shameonthisworld,../data/img_data/train/human_damage/isiscrimes_2015-12-13_16-26-54.jpg,0,0,0,0,1,0
syriawarcrimes_2017-07-13_05-54-24.txt,habiba shawak  begitulah kami diberitahu nama si kecil ini  kelihatannya seperti dia sedang nyenyak tidur tapi hakikatnya dia telah meninggal dunia  meninggal sebelum dia sempat kenal erti kebahagiaan hidup masakan boleh dia gembira dia dilahirkan dalam zon perang dia dilahirkan dalam satu negara yang tidak diendahkan dunia akan kesengsaraannya dia dilahirkan dalam serba kekurangan dan kesakitan  pedih hati admin melihat gambar ini namun admin tenang memikirkan allah telah membawanya ke sisinya untuk hidup kekal bahagia  tenanglah dirimu di sana sayang semoga keluargamu diberi kesabaran  lets save our syrian family click link dibioku wwwkitabisacomsssyria2017 for international people who wanna help please direct message ryanadammaulana  your contribution means everything kamu bisa dm official team sssyria2017 jika ingin dibantu berdonasi ryanadammaulana lifeforummah islamcahayaku cutsintaptr fatimahzahara29 presshumanity  untuk donasi operasional bisa transfer ke bni 0294282012 an ryan adam maulana kirimkan bukti transfernama pengirimnohapeemail khusus donasi operasional ke wa 085263572475 kontak wacall 085278880432  allah sssyria2017 withsyria syriawarcrimes syria lifeforummah syrianchildren,../data/img_data/train/human_damage/syriawarcrimes_2017-07-13_05-54-24.jpg,0,0,0,0,1,0
syriawarcrimes_2017-08-21_09-08-41.txt,syria wakeup savetherest savesyria  assadwarcrimes  syriawarcrimes  humanrightswatch speakup4syrianchildren noflyzone barrlesbomb clearthesky  wakeupworld wakeup  prayforsyria saveandhelpforsyria savesyrianrefugees,../data/img_data/train/human_damage/syriawarcrimes_2017-08-21_09-08-41.jpg,0,0,0,0,1,0
yemencrisis_2017-08-25_01-13-07.txt,pray for yemen stoparmingsaudi yemencrisis stopthewaronyemen,../data/img_data/train/human_damage/yemencrisis_2017-08-25_01-13-07.jpg,0,0,0,0,1,0
isiscrimes_2015-08-23_20-31-39.txt,goodbye my son i will never see you again alive imagine you are the father of this syrian boy just imaginephotos are coming from douma syria syrian regime committing another massacre today assadcrimes syrianregimegenocide genocide isiscrimes unitednations unorphans syrianorphans syria syrie syrians painpoor poorsyrians shameonhumanity shameonthisworld why,../data/img_data/train/human_damage/isiscrimes_2015-08-23_20-31-39.jpg,0,0,0,0,1,0
isiscrimes_2014-08-14_13-05-18.txt,syria aleppo isis continue on with their beheadings to anyone they suspect are kufar murtadeen isiscrimes isis syria ummah irefusetogivebaya,../data/img_data/train/human_damage/isiscrimes_2014-08-14_13-05-18.jpg,0,0,0,0,1,0
isiscrimes_2015-08-17_04-10-23.txt,douma the new genocide shameonhumanity shameonthisworld assadcrimes isiscrimes disgrace pain syriangenocide genocide syrianregimegenocide,../data/img_data/train/human_damage/isiscrimes_2015-08-17_04-10-23.jpg,0,0,0,0,1,0
isiscrimes_2015-08-13_05-43-28.txt,why why syrian have to sufferassadcrimes sufferingofsyrians suffering pain children childrenofsyria isiscrimes syrie syria,../data/img_data/train/human_damage/isiscrimes_2015-08-13_05-43-28.jpg,0,0,0,0,1,0
isiscrimes_2015-08-19_17-03-56.txt,another tragedy this syrian lady just  landed in one of the greek islands with her kidsshe left everything behindthe fear of death the war in syria makes you believe that the only solution to save your life is to migrate to another countryassadcrimes isiscrimes poorsyrians pain syriangenocide syrians syria,../data/img_data/train/human_damage/isiscrimes_2015-08-19_17-03-56.jpg,0,0,0,0,1,0
isiscrimes_2015-08-13_21-48-39.txt,syrian refugees on a greek island called kos  the syrians call it the hell no wonder why its hell assadcrimesgenocide isiscrimes pain syrianrefugees refugees syria syrie syrians pain suffering,../data/img_data/train/human_damage/isiscrimes_2015-08-13_21-48-39.jpg,0,0,0,0,1,0
isiscrimes_2015-10-03_13-41-06.txt,another victim of syrian regime systematic  torture syrian regime headed by bashar assad are committing on daily basis crimes against humanity and mass killingsyrian regime are worst rulers in the historyassadcrimes assadholocaust syria syrie putin putincrimes putinholocaust isiscrimes syriankids torturepain sadwhy whereishumanity shameonhumanity shameonthisworld shameonrussiangovernment,../data/img_data/train/human_damage/isiscrimes_2015-10-03_13-41-06.jpg,0,0,0,0,1,0
isiscrimes_2015-07-15_10-41-49.txt,everyday hundred of syrian children are getting killed or injured by syrian regime army assad loyal troops and isis both parties are committing genocide on regular basis with no accountability from international communitywe are living in a crazy world that allows such atrocitiesshame on this world shame on super and regional powers shame on united nations un shame on humanityassadcrimes isiscrimes syria syrians syrieshameonthisworldshameonsuperpowers,../data/img_data/train/human_damage/isiscrimes_2015-07-15_10-41-49.jpg,0,0,0,0,1,0
yemencrisis_2016-03-04_23-31-11.txt,whys the selling weapons to when they kill civilians in yemen usakillsyemenipeople  yemencrisis yemenchildren saudiwarcrimes yemen europe saudiarabia french  yemenforgottenwar  اليمنمقبرهالغزاه صنعاء children اليمن,../data/img_data/train/human_damage/yemencrisis_2016-03-04_23-31-11.jpg,0,0,0,0,1,0
isiscrimes_2015-07-31_18-41-47.txt,everyday at least 10 children are killed by assad regime assadcrimes syria syrie syrians syrianrefugee ihateisis isiscrimes,../data/img_data/train/human_damage/isiscrimes_2015-07-31_18-41-47.jpg,0,0,0,0,1,0
isiscrimes_2015-08-17_04-19-10.txt,a wounded person helping another injured person another crime committed by syrian regime syriangenocide genocide pain assadcrimes isiscrimes disgrace poorsyrians poorsyrians,../data/img_data/train/human_damage/isiscrimes_2015-08-17_04-19-10.jpg,0,0,0,0,1,0
isiscrimes_2015-08-25_03-29-26.txt,please allow us to cross the border assadcrimes isiscrimes poor poorsyrians genocide syrianorphans syriangenocide shameonhumanity shameonthisworld pain refugees syrianrefugees,../data/img_data/train/human_damage/isiscrimes_2015-08-25_03-29-26.jpg,0,0,0,0,1,0
isiscrimes_2015-12-09_21-03-10.txt,russian regime targeting syrian childrenshameonrussiangovernment putincrimes putinholocaust putincrimesinsyria assadcrimes syria syrie kidskdinjuredsyrianchildren injuredsyrianchildren assadwarcrimes isiscrimes,../data/img_data/train/human_damage/isiscrimes_2015-12-09_21-03-10.jpg,0,0,0,0,1,0
isiscrimes_2015-08-27_18-24-28.txt,syrian children are the primary target of syrian regime bombardmentuntil when the world will continues watching silently and doing nothing to save these innocent childrenassadcrimes anger isiscrimes syria syrie syrians syrianorphans syriangenocide genocide syrianregimegenocide syrianrefugees syrianrevolution children childrenofsyria postcard postcardfromsyriasavechildrenofsyriasavesyriafromassadsavesyriahelphelpsyrianchildren,../data/img_data/train/human_damage/isiscrimes_2015-08-27_18-24-28.jpg,0,0,0,0,1,0
isiscrimes_2015-08-27_00-07-40.txt,syrian children are the primary target of syrian regime bombardmentuntil when the world will continues watching silently and doing nothing to save these innocent childrenassadcrimes anger isiscrimes syria syrie syrians syrianorphans syriangenocide genocide syrianregimegenocide syrianrefugees syrianrevolution children childrenofsyria postcard postcardfromsyria,../data/img_data/train/human_damage/isiscrimes_2015-08-27_00-07-40.jpg,0,0,0,0,1,0
isiscrimes_2015-08-04_00-22-02.txt,he survived the air bombardment of the assad air force  but he lost his family look carefully at his eyesplease do no words can describe the sadness of this injured kid no justice in this world international community and humanity are watching silentlyi wonder if they are enjoying the blood scene in syria or not  shameonthisworld shameonhumanity assadcrimes injured isiscrimes inuredchild injuredchildren syria syrie syrians genocide syriangenocide syrianmassacre,../data/img_data/train/human_damage/isiscrimes_2015-08-04_00-22-02.jpg,0,0,0,0,1,0
earthquake_2017-11-14_02-21-05.txt,earthquake iranearthquake   چشمانم گریان و دلم شرحه شرحه و بهت زده از غم هموطنانم عزیزان و هموطنانم به خدا سوگند که اشک چشمانم از غمتان بی وقفه جاریست  erthquake in iran killed 500 persons of iranian in kermanshah state in west of country in border of iraq at 22 o clock of sunday night,../data/img_data/train/human_damage/earthquake_2017-11-14_02-21-05.jpg,0,0,0,0,1,0
isiscrimes_2015-07-31_18-38-24.txt,assadcrimes syria syrie syrians syrianrefugee ihateisis isiscrimes,../data/img_data/train/human_damage/isiscrimes_2015-07-31_18-38-24.jpg,0,0,0,0,1,0
isiscrimes_2015-08-11_14-29-34.txt,why children have to suffer from syrian regime atrocitieswhy they have to go through this pain assadcrimes isiscrimes syrianrefugees shameonhumanity shameonthisworld syrie syrians syria children crying,../data/img_data/train/human_damage/isiscrimes_2015-08-11_14-29-34.jpg,0,0,0,0,1,0
isiscrimes_2015-11-28_09-50-55.txt,russian air strike victimsshameonrussiangovernment putinholocaust putinholocaust putincrimesinsyria isiscrimes assadcrimes assadholocaust assadwarcrimes syria syrie syrian syriankids kidschildern child,../data/img_data/train/human_damage/isiscrimes_2015-11-28_09-50-55.jpg,0,0,0,0,1,0
isiscrimes_2015-07-31_02-36-03.txt,syrian kids are hungry if they find a loaf of bread they are luckyshame on this world and humanity to watch silently without acting and stoping the syrian regime from these atrocities syrian kids starving  shame assadcrimes isiscrimes ihateisis poor children child childinsyria syrianrefugee syrie,../data/img_data/train/human_damage/isiscrimes_2015-07-31_02-36-03.jpg,0,0,0,0,1,0
